No	No of elements	Worst case Steps	Best case Steps	Average case Steps
1	10000		341839			    346799		    397740
2	50000		2001439			    2029976		    2337221
3	100000		4252879			    4319779		    4974337
4	250000		11446959			11646474		13394690
5	500000		24143919			24586029		28288655
6	750000		37333455			38029045		43857793
7	1000000		50787839			51496174		56339610
8	2500000		135220047			135220047		135220047
9	5000000		282940095			282940095		282940095
10	7500000		435393615			435393615		435393615
